user,start,end,hrv_label,a_label,v_label,sum
10,2460,2490,0,1,1,3.143014578285273
10,660,690,0,0,0,2.4683892371170995
10,1590,1620,1,1,1,2.285077666795216
10,1320,1350,1,0,0,2.0393571452247343
10,2580,2610,1,1,0,2.020684890711609
10,2250,2280,1,0,1,2.0113161882015156
10,2850,2880,1,1,1,1.9732226414799752
10,960,990,0,1,0,1.966435484463402
10,1110,1140,0,1,1,1.9482902363141343
10,2610,2640,0,1,0,1.9421610755458873
10,1170,1200,1,1,1,1.9215283472905926
10,810,840,0,1,1,1.8564197378144167
10,1620,1650,1,1,1,1.8217645065056713
10,720,750,0,0,0,1.819643142511306
10,30,60,1,0,0,1.800518918804975
10,0,30,1,1,1,1.7938242888284184
10,1860,1890,1,0,0,1.7686073673873426
10,2880,2910,0,1,1,1.7552995860323932
10,2730,2760,1,1,1,1.7387031872672742
10,2070,2100,0,0,1,1.72746894450213
10,2400,2430,0,0,0,1.710757342480999
10,2190,2220,0,0,0,1.6822048284820996
10,1680,1710,0,0,0,1.642344775642727
10,990,1020,1,1,1,1.632193888008957
10,1890,1920,0,0,0,1.6120161245716509
10,2430,2460,0,1,1,1.5737680947064923
10,2310,2340,1,0,0,1.5440851401870133
10,1830,1860,0,0,0,1.5416985796138323
10,1560,1590,0,0,0,1.5290581434354997
10,930,960,0,1,0,1.5277035455799242
10,2100,2130,0,0,0,1.5263788164464591
10,2340,2370,0,0,0,1.51885172439103
10,2160,2190,0,0,0,1.5114032071218808
10,1440,1470,1,0,1,1.4889860281570166
10,690,720,1,0,0,1.486155591404599
10,210,240,1,1,1,1.4447931263200302
10,1950,1980,0,0,1,1.429698725227425
10,1470,1500,1,1,0,1.4041400312197923
10,2280,2310,0,1,0,1.40296155198712
10,1380,1410,1,0,0,1.387630390567428
10,1800,1830,0,0,1,1.3636091934021577
10,1500,1530,1,0,0,1.338565516194205
10,180,210,0,1,1,1.3323885393167731
10,2640,2670,0,0,1,1.331269212728676
10,780,810,1,1,1,1.320070094302232
10,2670,2700,0,0,0,1.2605945504628036
10,1710,1740,0,1,0,1.2361735014438926
10,900,930,0,0,0,1.2330678419396803
10,2550,2580,1,0,1,1.2049739111624502
10,1230,1260,0,0,1,1.2009910705904594
10,60,90,0,1,0,1.100851536287116
10,1200,1230,0,1,1,1.0862811097142573
10,2820,2850,0,1,0,1.0271048685453001
10,1020,1050,0,0,1,1.0249279518646695
10,2760,2790,0,0,0,1.0215372908240843
10,2220,2250,0,0,0,0.9872092144283314
10,750,780,1,0,0,0.9855025364626375
10,840,870,0,1,0,0.9636546642344983
10,1290,1320,1,0,0,0.9607717273338362
10,870,900,1,1,1,0.8887443933550896
10,2130,2160,1,0,0,0.8770443518000804
10,150,180,0,0,0,0.792443697826402
10,2520,2550,1,1,1,0.7872651841790684
10,1260,1290,1,1,1,0.7817808512430253
10,1350,1380,0,1,1,0.7603495351504729
10,120,150,1,0,0,0.7180015317211149
10,2490,2520,1,0,0,0.702311317309885
10,2700,2730,1,0,1,0.6812318972023018
10,1770,1800,0,0,1,0.6748876603463727
10,2370,2400,0,1,0,0.6715382382075179
10,1980,2010,0,0,0,0.6459781505494817
10,1740,1770,1,1,0,0.6443724746850661
10,90,120,0,1,0,0.6383240592829554
10,1650,1680,0,0,1,0.597723533653159
10,2040,2070,0,1,1,0.5626716634609708
10,1920,1950,1,0,0,0.557164890081226
10,1530,1560,1,1,1,0.5554918963115223
10,2790,2820,1,1,0,0.5223992325637485
10,2010,2040,1,0,0,0.5117360366542203
10,240,270,1,0,1,0.42433374835348747
10,1410,1440,1,0,1,0.34981101379306057
10,1140,1170,0,0,1,0.2880625991060322
10,1080,1110,1,0,0,0.16731403272907372
10,480,510,1,0,1,0.08041362005874872
10,450,480,1,0,1,0.08041362005874872
10,420,450,1,0,1,0.08041362005874872
10,300,330,1,0,1,0.08041362005874872
10,1050,1080,1,0,1,0.08041362005874872
10,390,420,1,0,1,0.08041362005874872
10,510,540,1,0,1,0.08041362005874872
10,630,660,1,0,1,0.08041362005874872
10,600,630,1,0,1,0.08041362005874872
10,360,390,1,0,1,0.08041362005874872
10,570,600,1,0,1,0.08041362005874872
10,270,300,1,0,1,0.08041362005874872
10,330,360,1,0,1,0.08041362005874872
10,540,570,1,0,1,0.08041362005874872
10,2910,2940,0,1,1,
10,2940,2970,0,0,0,
10,2970,3000,0,0,0,
10,3000,3030,0,0,0,
10,3030,3060,0,0,0,
