user,start,end,hrv_label,a_label,v_label,sum
02,2220,2250,1,1,0,2.265716113277809
02,1290,1320,1,0,1,2.0625666773832956
02,720,750,0,1,1,1.9800980927364542
02,1230,1260,1,0,1,1.946881096344641
02,2100,2130,0,1,0,1.8420241589132442
02,1830,1860,1,0,1,1.785254259883056
02,2130,2160,1,1,0,1.752993905468136
02,1200,1230,0,0,1,1.7376938944658242
02,1560,1590,0,0,1,1.7295304570005938
02,90,120,0,0,1,1.7288284738724586
02,1020,1050,1,0,1,1.59752481385637
02,1800,1830,1,1,0,1.5614723248142848
02,2850,2880,1,0,0,1.5585547804802644
02,30,60,0,0,1,1.5348342815777574
02,210,240,1,0,1,1.5259895533376748
02,2040,2070,0,1,0,1.4109493705917768
02,1920,1950,0,1,1,1.329545658446624
02,2310,2340,0,0,1,1.3110594082244464
02,2430,2460,1,1,0,1.3096131955565755
02,1590,1620,0,0,0,1.3033395046648135
02,1620,1650,0,0,0,1.2750098048094904
02,2520,2550,0,1,0,1.2549652345478388
02,2460,2490,1,1,0,1.219441132366106
02,2370,2400,0,1,0,1.2003588751583034
02,840,870,1,1,1,1.192576857190646
02,2550,2580,0,1,1,1.1829655570644706
02,180,210,0,0,1,1.1828585744481446
02,1170,1200,1,0,1,1.170477530374451
02,1740,1770,0,1,1,1.1689041939067573
02,2190,2220,1,1,0,1.1375743888736904
02,0,30,0,0,1,1.0872089331456296
02,2160,2190,1,1,0,1.0743515098381837
02,690,720,0,1,1,1.0354873518574579
02,2250,2280,1,0,1,1.0286165895629455
02,240,270,0,0,1,1.016073143240342
02,990,1020,0,1,0,1.0138949357605584
02,2700,2730,0,1,0,0.9797431661835962
02,900,930,1,0,1,0.9663307288452477
02,2400,2430,1,1,0,0.9634073303928609
02,1410,1440,0,1,0,0.915695749479014
02,870,900,1,0,1,0.9091531994346083
02,1110,1140,0,0,1,0.8984414038745483
02,1890,1920,1,1,1,0.897579436902735
02,1140,1170,0,0,1,0.8620192419084438
02,2790,2820,0,1,0,0.8453276195286756
02,1440,1470,0,1,0,0.8416161508278555
02,930,960,1,1,1,0.8236950240991241
02,2760,2790,0,0,0,0.8233092767223575
02,1350,1380,0,0,1,0.8228359978520907
02,150,180,0,0,1,0.8068053075067185
02,2280,2310,0,1,1,0.7846009526952793
02,1470,1500,0,1,1,0.773292041838066
02,2820,2850,0,0,0,0.7608107778777955
02,1680,1710,0,1,1,0.7575151165606893
02,810,840,1,0,0,0.7512887646440727
02,60,90,1,0,1,0.7414198282984751
02,1260,1290,1,0,1,0.7376237436465964
02,2730,2760,1,1,0,0.7346442958885298
02,960,990,1,0,1,0.7275403338522053
02,2340,2370,0,0,0,0.727213488706447
02,750,780,1,1,1,0.7191529553327413
02,1500,1530,1,1,1,0.7104253683849624
02,2610,2640,1,1,0,0.7003442009354848
02,2670,2700,1,0,0,0.694562690985507
02,660,690,1,1,1,0.6944175244931297
02,2010,2040,1,0,0,0.6903528663139109
02,1320,1350,0,1,1,0.6766136784647248
02,1080,1110,0,0,1,0.6658810431102175
02,1710,1740,0,0,0,0.6502859843246416
02,1860,1890,0,1,1,0.6262695438030697
02,510,540,0,0,1,0.5969682652734469
02,330,360,0,0,1,0.5969682652734469
02,1050,1080,0,0,1,0.5969682652734469
02,270,300,0,0,1,0.5969682652734469
02,630,660,0,0,1,0.5969682652734469
02,480,510,0,0,1,0.5969682652734469
02,300,330,0,0,1,0.5969682652734469
02,600,630,0,0,1,0.5969682652734469
02,450,480,0,0,1,0.5969682652734469
02,420,450,0,0,1,0.5969682652734469
02,390,420,0,0,1,0.5969682652734469
02,540,570,0,0,1,0.5969682652734469
02,570,600,0,0,1,0.5969682652734469
02,360,390,0,0,1,0.5969682652734469
02,2490,2520,0,1,1,0.5814938202721832
02,2640,2670,0,1,1,0.5568241985941137
02,1380,1410,1,1,1,0.544443259176839
02,120,150,0,1,0,0.5154823372030246
02,1980,2010,0,0,0,0.5037459440366387
02,2580,2610,0,1,0,0.4757172724320524
02,780,810,1,1,0,0.4581296341470228
02,1770,1800,1,1,1,0.431723000708566
02,2070,2100,1,0,0,0.4082681239527307
02,1950,1980,0,0,1,0.3518105323479901
02,1530,1560,1,0,1,0.2338123405296612
02,1650,1680,1,0,0,0.1657167419001196
02,3030,3060,0,0,0,
